CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
singlecopy_cds_1742,1,1000,2,0.000169124,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1744,1,1000,4,8.96479e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1745,1,1000,6,0.000210659,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1747,1,1000,5,0.000689661,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1748,1,1000,2,0.000211184,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1749,1,1000,2,0.000372549,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1751,1,1000,3,0.000348946,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1754,1,1000,1,8.81733e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1755,1,1000,3,0.000136856,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1756,1001,2000,6,0.000499761,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1756,2001,3000,6,0.000590632,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1756,3001,4000,1,3.29858e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1757,1,1000,2,0.000103345,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1758,1,1000,5,0.0014229,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1761,1,1000,4,0.000492982,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1762,1,1000,10,0.00115172,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1763,1,1000,4,0.000701082,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1763,1001,2000,2,0.000288737,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1763,2001,3000,3,0.000113485,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1764,1,1000,4,0.000294064,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1764,1001,2000,9,0.00103471,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1764,2001,3000,8,0.000722269,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1765,1,1000,5,0.000156438,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1776,1,1000,8,0.000641162,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1776,1001,2000,7,0.00117174,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1776,2001,3000,8,0.000969329,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1779,1,1000,9,0.00189081,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1779,1001,2000,8,0.000483185,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1779,2001,3000,3,0.000294089,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1779,3001,4000,7,0.000962866,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1782,1,1000,7,0.00133883,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1782,1001,2000,9,0.00103555,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1782,2001,3000,3,0.000558776,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1782,3001,4000,5,0.00052377,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1784,1,1000,12,0.001827,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1784,1001,2000,6,0.000919243,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1784,2001,3000,5,0.000853589,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1788,1,1000,13,0.00215995,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1788,1001,2000,19,0.00225209,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1788,2001,3000,10,0.00129449,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1793,1,1000,8,0.00144612,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1793,1001,2000,12,0.00185097,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1793,2001,3000,1,0.00019632,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1794,1,1000,7,0.000663063,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1794,1001,2000,25,0.00435628,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1794,2001,3000,14,0.00245288,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1798,1,1000,7,0.00162209,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1798,1001,2000,6,0.000860794,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1798,2001,3000,7,0.000549794,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1798,3001,4000,5,0.000832921,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1804,1,1000,1,1.51459e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1804,1001,2000,5,0.000503158,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1804,2001,3000,3,0.000113444,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1804,3001,4000,5,0.000215584,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1804,4001,5000,4,0.000406036,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1806,1,1000,20,0.00301414,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1806,1001,2000,18,0.00304332,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1806,2001,3000,22,0.004008,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1806,3001,4000,15,0.00337694,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1808,1,1000,3,0.000704061,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1808,1001,2000,3,0.0002132,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1808,2001,3000,4,9.44907e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1810,1,1000,6,0.000558396,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1810,2001,3000,5,0.000611244,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1812,1,1000,2,0.000501662,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1812,1001,2000,2,0.000478658,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1815,1,1000,6,0.000355058,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1815,1001,2000,4,0.000573655,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1815,2001,3000,18,0.0024427,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1815,3001,4000,3,0.000137558,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1818,1,1000,6,0.00114245,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1818,1001,2000,7,0.00115264,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1818,2001,3000,12,0.00179481,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1818,3001,4000,1,4.79989e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1821,1,1000,33,0.00538303,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1821,1001,2000,42,0.00780461,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1821,2001,3000,41,0.00791158,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1822,1,1000,10,0.0010142,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1822,1001,2000,5,0.000610576,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1822,2001,3000,6,0.00100825,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1823,1,1000,2,0.000572017,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1823,2001,3000,3,0.000520908,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1824,1,1000,8,0.000762374,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1824,1001,2000,11,0.000914081,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1824,2001,3000,2,9.23872e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1826,1,1000,7,0.00143152,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1826,1001,2000,8,0.00183335,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1829,1,1000,4,0.000892356,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1829,1001,2000,8,0.00108662,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1829,2001,3000,5,0.000547824,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1830,1,1000,5,0.000229163,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1830,1001,2000,9,0.00138232,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1830,2001,3000,7,0.00151602,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1831,1,1000,8,0.00120642,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1831,1001,2000,5,0.000288624,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1831,2001,3000,9,0.000724562,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1833,1,1000,11,0.00228328,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1833,1001,2000,8,0.00102203,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1833,2001,3000,8,0.00129663,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1833,3001,4000,4,4.27321e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1835,1,1000,3,0.000475302,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1835,1001,2000,4,0.000233151,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1835,2001,3000,2,0.000165422,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1840,1,1000,2,0.00077382,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1840,1001,2000,2,0.00053257,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1840,2001,3000,8,0.000652005,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1842,1,1000,5,0.000129563,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1842,1001,2000,6,0.000350214,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1842,2001,3000,3,0.000202537,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1845,1,1000,1,0.000356324,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1845,1001,2000,1,1.54453e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1845,2001,3000,1,4.09436e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1846,1,1000,6,0.00127826,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1846,1001,2000,4,0.000494125,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1850,1,1000,5,0.000591074,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1850,1001,2000,7,0.00104265,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1850,2001,3000,5,0.000792077,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1852,1,1000,12,0.00224241,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1852,1001,2000,6,0.000952197,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1855,1,1000,7,0.000295052,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1855,1001,2000,6,0.00037779,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1855,2001,3000,4,0.000760498,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1857,1,1000,3,0.00022781,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1857,1001,2000,4,0.000277134,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1857,2001,3000,5,0.000547318,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1857,3001,4000,6,0.000232618,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1857,4001,5000,2,0.000182883,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1859,1,1000,5,0.000993124,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1859,1001,2000,6,0.000655156,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1859,2001,3000,3,0.000308279,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1861,1,1000,3,0.000288334,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1861,1001,2000,7,0.000675852,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1861,2001,3000,3,0.00062106,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1870,1,1000,6,0.000910316,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1870,1001,2000,6,0.0008423,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,1,1000,4,7.7865e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,1001,2000,6,0.000794346,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,2001,3000,4,0.000285796,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,3001,4000,3,0.000721352,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,4001,5000,3,0.000372283,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,5001,6000,3,0.000385347,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1872,6001,7000,4,0.00040837,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1873,1,1000,5,0.000930849,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1873,1001,2000,3,0.000871093,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1875,1,1000,4,0.000411069,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1875,1001,2000,1,0.000108013,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1875,2001,3000,3,0.000267855,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1876,1,1000,7,0.00119383,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1876,1001,2000,7,0.000625455,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1876,2001,3000,2,0.000367956,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1877,1,1000,1,8.81733e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1877,2001,3000,1,2.16021e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1878,1,1000,5,0.000613121,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1878,1001,2000,4,0.00102092,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1878,2001,3000,2,0.000426144,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1880,1,1000,7,0.00108332,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1880,1001,2000,6,0.00110953,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1880,2001,3000,5,0.000357808,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1882,1,1000,4,0.000383082,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1882,1001,2000,12,0.00153938,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1883,1,1000,1,0.000155389,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1883,1001,2000,11,0.0019377,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1883,2001,3000,3,0.000429938,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1892,1,1000,2,0.000559822,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1892,1001,2000,7,0.000615469,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1892,2001,3000,4,0.000890171,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1893,1,1000,4,0.000339449,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1893,1001,2000,6,0.000971584,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1893,2001,3000,7,0.00084337,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1895,1,1000,7,0.000565036,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1895,1001,2000,3,0.000228326,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1895,2001,3000,2,0.000332761,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1896,1,1000,8,0.00179304,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1896,1001,2000,10,0.00139661,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1896,2001,3000,9,0.00150125,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1897,1,1000,4,0.00121804,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1897,1001,2000,5,0.00114324,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1898,1,1000,8,0.00136514,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1898,1001,2000,9,0.000709935,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1898,2001,3000,8,0.000575503,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1900,1,1000,6,0.00107278,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1900,1001,2000,8,0.0010093,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1901,1,1000,3,0.000233482,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1901,1001,2000,5,0.000371504,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1902,1,1000,6,0.000479612,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1902,1001,2000,5,0.00065195,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1902,2001,3000,8,0.000567804,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1903,1,1000,11,0.00231617,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1903,1001,2000,10,0.0019919,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1908,1,1000,8,0.0011042,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1908,1001,2000,9,0.00175467,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1908,2001,3000,5,0.00126057,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1910,1,1000,1,0.000464799,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1910,1001,2000,1,8.08482e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1912,1,1000,6,0.000613133,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1912,1001,2000,3,0.000633443,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1912,2001,3000,1,5.75861e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1915,1,1000,7,0.0010568,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1915,1001,2000,6,0.000737738,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1916,1,1000,8,0.000935997,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1916,1001,2000,7,0.000767472,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1916,2001,3000,12,0.000878451,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1921,1,1000,9,0.00163134,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1921,1001,2000,6,0.00147093,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1921,2001,3000,4,0.000863457,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1921,3001,4000,5,0.000488605,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1922,1,1000,12,0.00139281,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1922,1001,2000,19,0.00212088,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1922,2001,3000,5,0.000688875,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1923,1,1000,8,0.000601668,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1923,1001,2000,10,0.00140029,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1923,2001,3000,7,0.00089038,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1924,1,1000,4,0.000195516,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1924,1001,2000,4,0.000899689,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1924,2001,3000,6,0.00030375,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1924,3001,4000,6,0.00106952,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1931,1001,2000,3,8.43386e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1931,2001,3000,2,0.000152617,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1934,1,1000,5,0.000398011,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1934,1001,2000,2,0.000229322,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1935,1,1000,8,0.00140061,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1935,1001,2000,14,0.00153868,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1935,2001,3000,1,0.000101819,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1936,1,1000,3,0.000520112,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1936,1001,2000,5,0.000566615,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1936,2001,3000,3,0.000217363,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1938,1,1000,4,0.000310623,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1938,1001,2000,3,0.000859354,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1938,2001,3000,1,4.90288e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1939,1,1000,4,0.000174387,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1939,1001,2000,3,0.000455959,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1942,1,1000,6,0.000639532,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1942,1001,2000,3,0.000343021,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1942,2001,3000,5,0.000819065,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1942,3001,4000,1,0.000200189,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1943,1,1000,4,0.000167604,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1943,2001,3000,1,2.99918e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1943,3001,4000,1,0.000195697,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1945,1,1000,3,0.000408621,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1945,1001,2000,5,0.000931944,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1945,2001,3000,1,0.000166966,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1946,1,1000,3,0.000235133,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1946,1001,2000,9,0.00102879,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1946,2001,3000,10,0.00115256,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1946,3001,4000,1,0.000204682,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1947,1,1000,8,0.00168439,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1947,1001,2000,4,0.000361148,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1947,2001,3000,2,0.000279267,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1950,1,1000,3,0.000858525,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1950,1001,2000,2,0.000165597,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1954,1,1000,1,1.63435e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1954,1001,2000,2,0.0006836,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1955,1,1000,9,0.000923803,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1955,1001,2000,12,0.00128035,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1955,2001,3000,12,0.00187713,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1958,1,1000,6,0.000357933,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1958,1001,2000,7,0.000707077,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1958,2001,3000,11,0.000736711,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1962,1,1000,8,0.000742817,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1962,1001,2000,13,0.00112771,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1962,2001,3000,3,0.000162169,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1964,1,1000,3,0.000674267,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1964,1001,2000,12,0.00163538,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1964,2001,3000,1,5.99818e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1965,1,1000,7,0.00109959,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1965,1001,2000,10,0.00194506,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1965,2001,3000,2,0.000128353,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1969,1,1000,2,0.000189772,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1969,1001,2000,3,0.000268364,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1971,1,1000,2,3.23914e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1971,1001,2000,4,0.000399496,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1972,1,1000,4,0.000464766,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1972,1001,2000,11,0.0014593,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1972,2001,3000,5,0.00104148,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1974,1,1000,2,9.46641e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1974,1001,2000,7,0.00114091,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1974,2001,3000,4,0.000314184,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1976,1,1000,4,0.000440725,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1976,1001,2000,5,0.00037779,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1976,2001,3000,2,9.5936e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1978,1,1000,9,0.00138435,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1978,1001,2000,7,0.000877076,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1979,1,1000,3,0.000110842,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1979,1001,2000,11,0.00124216,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1982,1,1000,3,0.000101216,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1982,1001,2000,3,0.000280133,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1982,2001,3000,1,4.36394e-05,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1983,1,1000,5,0.000639378,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1983,1001,2000,3,0.000625928,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1984,1,1000,2,0.000277187,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1984,1001,2000,6,0.000470568,Site6_HZ,2020,Rhinolophus affinis
singlecopy_cds_1984,2001,3000,2,0.000597272,Site6_HZ,2020,Rhinolophus affinis
