CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
lcl|NW_017739088.1_cds_XP_019596644.1_20659,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739089.1_cds_XP_019596740.1_20780,1,1000,8,0.0032077,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739091.1_cds_XP_019596932.1_20869,1,1000,20,0.00604351,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739091.1_cds_XP_019596906.1_20881,1,1000,18,0.00676581,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739091.1_cds_XP_019596906.1_20881,1001,2000,6,0.00333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739091.1_cds_XP_019596901.1_20885,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739091.1_cds_XP_019596901.1_20885,1001,2000,3,0.00106731,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739092.1_cds_XP_019596985.1_20934,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739092.1_cds_XP_019596985.1_20934,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597028.1_20955,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597031.1_20983,1001,2000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597031.1_20983,2001,3000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597088.1_21052,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597087.1_21053,1,1000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597076.1_21107,1001,2000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597249.1_21116,1,1000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597021.1_21144,1,1000,3,0.0010012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597058.1_21152,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597058.1_21152,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597069.1_21162,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597006.1_21171,1,1000,2,0.000866667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597100.1_21178,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597020.1_21179,1001,2000,17,0.00733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739093.1_cds_XP_019597020.1_21179,2001,3000,11,0.00386667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739095.1_cds_XP_019597263.1_21186,1,1000,5,0.00133574,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597399.1_21258,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597399.1_21258,1001,2000,3,0.000801443,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597311.1_21289,1,1000,2,0.000533654,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597311.1_21289,1001,2000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597372.1_21343,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739096.1_cds_XP_019597372.1_21343,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739097.1_cds_XP_019597509.1_21437,1,1000,6,0.00167023,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739099.1_cds_XP_019597617.1_21542,2001,3000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739099.1_cds_XP_019597617.1_21542,3001,4000,2,0.00113333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739099.1_cds_XP_019597617.1_21542,5001,6000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739100.1_cds_XP_019597714.1_21585,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739101.1_cds_XP_019597720.1_21616,1,1000,9,0.00353333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739101.1_cds_XP_019597720.1_21616,1001,2000,6,0.0026,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597909.1_21675,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597909.1_21675,1001,2000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597841.1_21717,1,1000,6,0.0022,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597922.1_21721,1,1000,13,0.00633333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597922.1_21721,1001,2000,6,0.0026,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597861.1_21729,1,1000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597998.1_21733,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019597980.1_21768,1,1000,4,0.002,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019598019.1_21799,1,1000,3,0.0014,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739102.1_cds_XP_019598020.1_21800,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739103.1_cds_XP_019598045.1_21902,1,1000,2,0.00080048,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739106.1_cds_XP_019598146.1_21982,1,1000,4,0.00113538,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739106.1_cds_XP_019598146.1_21982,1001,2000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739106.1_cds_XP_019598179.1_22003,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,1,1000,4,0.00160096,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,2001,3000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,3001,4000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,4001,5000,2,0.000533654,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,5001,6000,2,0.00113333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,6001,7000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,7001,8000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,8001,9000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,9001,10000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,10001,11000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598315.1_22028,11001,12000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598198.1_22029,1,1000,3,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598198.1_22029,1001,2000,2,0.00113333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598209.1_22039,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598244.1_22077,1,1000,2,0.000400481,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598278.1_22078,1,1000,2,0.000533974,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598302.1_22089,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598302.1_22089,1001,2000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598302.1_22089,2001,3000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598271.1_22096,1,1000,6,0.00186779,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598271.1_22096,1001,2000,4,0.00140084,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739107.1_cds_XP_019598305.1_22097,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739108.1_cds_XP_019598402.1_22147,1,1000,2,0.00080048,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739108.1_cds_XP_019598420.1_22251,1,1000,4,0.00166867,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739108.1_cds_XP_019598420.1_22251,1001,2000,2,0.00106667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598697.1_22358,1,1000,3,0.000933894,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598693.1_22361,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598628.1_22384,1,1000,3,0.00113401,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598628.1_22384,1001,2000,2,0.000400481,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598628.1_22384,2001,3000,2,0.000866667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598627.1_22385,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598627.1_22385,1001,2000,2,0.00106667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598582.1_22390,1,1000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739112.1_cds_XP_019598643.1_22462,1,1000,17,0.0061592,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,1001,2000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,2001,3000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,3001,4000,5,0.00186667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,4001,5000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,5001,6000,3,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598934.1_22683,6001,7000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739119.1_cds_XP_019598925.1_22688,1,1000,9,0.00406667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739121.1_cds_XP_019599015.1_22760,1,1000,3,0.000933894,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739121.1_cds_XP_019599083.1_22818,1001,2000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599098.1_22819,1,1000,5,0.00146931,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599098.1_22819,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599190.1_22832,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599261.1_22925,1,1000,6,0.0024,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599261.1_22925,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739122.1_cds_XP_019599237.1_22956,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599263.1_22988,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599264.1_22996,1,1000,8,0.00373782,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599264.1_22996,1001,2000,2,0.00080048,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599292.1_23001,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599292.1_23001,1001,2000,4,0.00133333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599292.1_23001,2001,3000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599265.1_23002,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739123.1_cds_XP_019599265.1_23002,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599349.1_23044,1,1000,3,0.000734214,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599347.1_23059,1,1000,3,0.00113401,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599347.1_23059,1001,2000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599383.1_23064,1,1000,3,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599383.1_23064,1001,2000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599378.1_23065,1,1000,3,0.0012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599378.1_23065,2001,3000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599378.1_23065,3001,4000,4,0.00173333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739126.1_cds_XP_019599401.1_23094,1,1000,2,0.000533974,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599602.1_23204,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599836.1_23239,1001,2000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599560.1_23357,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599498.1_23452,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599498.1_23452,1001,2000,2,0.00113333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599498.1_23452,2001,3000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739128.1_cds_XP_019599499.1_23455,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739130.1_cds_XP_019599901.1_23519,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739130.1_cds_XP_019599857.1_23585,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739134.1_cds_XP_019600111.1_23722,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739135.1_cds_XP_019600149.1_23776,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739136.1_cds_XP_019600179.1_23823,1,1000,2,0.000933333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739137.1_cds_XP_019600362.1_23908,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739137.1_cds_XP_019600362.1_23908,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739137.1_cds_XP_019600246.1_23909,1,1000,5,0.00193566,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739137.1_cds_XP_019600364.1_23910,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600517.1_23978,1,1000,8,0.00287356,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600451.1_23990,1,1000,1,6.67289e-05,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600560.1_23997,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600439.1_24005,1,1000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600530.1_24086,1,1000,3,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600531.1_24087,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739138.1_cds_XP_019600386.1_24126,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600724.1_24174,1,1000,2,0.000933333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600724.1_24174,1001,2000,3,0.00126743,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600646.1_24189,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600781.1_24205,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600606.1_24223,1,1000,4,0.00173333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600606.1_24223,2001,3000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600709.1_24229,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600635.1_24258,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600635.1_24258,1001,2000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600648.1_24276,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600665.1_24300,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600665.1_24300,2001,3000,3,0.00146667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739139.1_cds_XP_019600688.1_24316,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739140.1_cds_XP_019600791.1_24339,1,1000,2,0.000866667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601103.1_24583,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601053.1_24593,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601053.1_24593,1001,2000,2,0.00060036,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601117.1_24646,1,1000,6,0.00173646,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601129.1_24671,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601033.1_24687,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601030.1_24700,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739145.1_cds_XP_019601030.1_24700,1001,2000,4,0.00100241,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739146.1_cds_XP_019601323.1_24809,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739146.1_cds_XP_019601323.1_24809,1001,2000,2,0.000400481,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739146.1_cds_XP_019601323.1_24809,2001,3000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739146.1_cds_XP_019601251.1_24814,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739146.1_cds_XP_019601211.1_24829,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739147.1_cds_XP_019601394.1_24949,1,1000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739147.1_cds_XP_019601394.1_24949,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739147.1_cds_XP_019601368.1_24954,2001,3000,2,0.00113333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601710.1_25132,1,1000,3,0.00120072,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601693.1_25149,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601693.1_25149,1001,2000,3,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601709.1_25155,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601781.1_25187,1,1000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601766.1_25196,1001,2000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601782.1_25200,1,1000,3,0.000933894,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601782.1_25200,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601755.1_25202,1,1000,2,0.000933333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601744.1_25231,1,1000,2,0.000867187,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601744.1_25231,1001,2000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739152.1_cds_XP_019601748.1_25234,1,1000,2,0.000533654,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739160.1_cds_XP_019602220.1_25611,1,1000,2,0.000866667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739160.1_cds_XP_019602163.1_25628,1,1000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602283.1_25699,1,1000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602283.1_25699,1001,2000,4,0.00133333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602355.1_25715,1,1000,1,0.000266827,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602323.1_25716,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602232.1_25724,1,1000,2,0.000733774,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602232.1_25724,1001,2000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602240.1_25731,1,1000,1,0.00020012,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602312.1_25732,1,1000,3,0.000667869,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602337.1_25756,1,1000,3,0.00126667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739161.1_cds_XP_019602337.1_25756,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739164.1_cds_XP_019602468.1_25832,1001,2000,5,0.00186891,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739165.1_cds_XP_019602475.1_25853,1,1000,14,0.00522193,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739165.1_cds_XP_019602501.1_25858,1,1000,10,0.00394043,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739169.1_cds_XP_019602674.1_26037,1,1000,10,0.00453333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602703.1_26068,1,1000,3,0.001,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602755.1_26078,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602864.1_26080,1,1000,3,0.000933894,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602813.1_26109,1,1000,2,0.000467227,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602813.1_26109,1001,2000,4,0.00120144,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602816.1_26111,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602705.1_26114,1,1000,3,0.00146667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602705.1_26114,1001,2000,2,0.000866667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602804.1_26180,1,1000,2,0.000933333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602708.1_26196,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602700.1_26204,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602710.1_26205,1,1000,1,0.000533333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602710.1_26205,1001,2000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739170.1_cds_XP_019602710.1_26205,2001,3000,1,0.0006,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739171.1_cds_XP_019602924.1_26258,1,1000,2,0.000666667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739171.1_cds_XP_019602924.1_26258,1001,2000,3,0.00126667,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739171.1_cds_XP_019602924.1_26258,2001,3000,4,0.0018,Site6_HZ,2021,Rhinolophus sinicus
lcl|NW_017739173.1_cds_XP_019602961.1_26285,1,1000,1,0.000333333,Site6_HZ,2021,Rhinolophus sinicus
